id,fecha,hora,lluvia_mm,tasa_mm_hr
4954,2026-06-07,22:15:00,0.0,0.0
4955,2026-06-07,22:30:00,0.0,0.0
4956,2026-06-07,22:45:00,0.0,0.0
4957,2026-06-07,23:00:00,0.0,0.0
4958,2026-06-07,23:15:00,0.0,0.0
4959,2026-06-07,23:30:00,0.0,0.0
4960,2026-06-07,23:45:00,0.0,0.0
4961,2026-06-08,00:15:00,0.0,0.0
4962,2026-06-08,00:30:00,0.0,0.0
4963,2026-06-08,00:45:00,0.0,0.0
4964,2026-06-08,01:00:00,0.0,0.0
4965,2026-06-08,01:15:00,0.0,0.0
4966,2026-06-08,01:30:00,0.0,0.0
4967,2026-06-08,01:45:00,0.0,0.0
4968,2026-06-08,02:00:00,0.0,0.0
4969,2026-06-08,02:15:00,0.0,0.0
4970,2026-06-08,02:30:00,0.0,0.0
4971,2026-06-08,02:45:00,0.0,0.0
4972,2026-06-08,03:00:00,0.0,0.0
4973,2026-06-08,03:15:00,0.0,0.0
4974,2026-06-08,03:30:00,0.0,0.0
4975,2026-06-08,03:45:00,0.0,0.0
4976,2026-06-08,04:00:00,0.0,0.0
4977,2026-06-08,04:15:00,0.0,0.0
4978,2026-06-08,04:30:00,0.0,0.0
4979,2026-06-08,04:45:00,0.0,0.0
4980,2026-06-08,05:00:00,0.0,0.0
4981,2026-06-08,05:15:00,0.0,0.0
4982,2026-06-08,05:30:00,0.0,0.0
4983,2026-06-08,05:45:00,0.0,0.0
4984,2026-06-08,06:00:00,0.0,0.0
4985,2026-06-08,06:15:00,0.0,0.0
4986,2026-06-08,06:30:00,0.0,0.0
4987,2026-06-08,06:45:00,0.0,0.0
4988,2026-06-08,07:00:00,0.0,0.0
4989,2026-06-08,07:15:00,0.0,0.0
4990,2026-06-08,07:30:00,0.0,0.0
4991,2026-06-08,07:45:00,0.0,0.0
4992,2026-06-08,08:00:00,0.0,0.0
4993,2026-06-08,08:15:00,0.0,0.0
4994,2026-06-08,08:30:00,0.0,0.0
4995,2026-06-08,08:45:00,0.0,0.0
4996,2026-06-08,09:00:00,0.0,0.0
4997,2026-06-08,09:15:00,0.0,0.0
4998,2026-06-08,09:30:00,0.0,0.0
4999,2026-06-08,09:45:00,0.0,0.0
5000,2026-06-08,10:00:00,0.0,0.0
5001,2026-06-08,10:15:00,0.0,0.0
5002,2026-06-08,10:30:00,0.0,0.0
5003,2026-06-08,10:45:00,0.0,0.0
5004,2026-06-08,11:00:00,0.0,0.0
5005,2026-06-08,11:15:00,0.0,0.0
5006,2026-06-08,11:30:00,0.0,0.0
5007,2026-06-08,11:45:00,0.0,0.0
5008,2026-06-08,12:00:00,0.0,0.0
5009,2026-06-08,12:15:00,0.0,0.0
5010,2026-06-08,12:30:00,0.0,0.0
5011,2026-06-08,12:45:00,0.0,0.0
5012,2026-06-08,13:00:00,0.0,0.0
5013,2026-06-08,13:15:00,0.0,0.0
5014,2026-06-08,13:30:00,0.0,0.0
5015,2026-06-08,13:45:00,0.0,0.0
5016,2026-06-08,14:00:00,0.0,0.0
5017,2026-06-08,14:15:00,0.0,0.0
5018,2026-06-08,14:30:00,0.0,0.0
5019,2026-06-08,14:45:00,0.0,0.0
5020,2026-06-08,15:00:00,0.6,8.4
