id,fecha,hora,presion_hpa,variacion_hpa,tendencia
1343,2026-05-01,02:30:00,765.5,-0.7,Descendente
1344,2026-05-01,02:45:00,765.3,-0.2,Descendente
1345,2026-05-01,03:00:00,765.3,0.0,Estable
1346,2026-05-01,03:15:00,765.2,-0.1,Descendente
1347,2026-05-01,03:30:00,765.1,-0.1,Descendente
1348,2026-05-01,07:30:00,766.5,1.4,Creciente
1349,2026-05-01,07:45:00,766.5,0.0,Estable
1350,2026-05-01,08:00:00,766.5,0.0,Estable
1351,2026-05-01,08:15:00,766.6,0.1,Creciente
1352,2026-05-01,08:30:00,766.7,0.1,Creciente
1353,2026-05-01,11:15:00,765.9,-0.8,Descendente
1354,2026-05-01,11:30:00,765.8,-0.1,Descendente
1355,2026-05-01,11:45:00,765.7,-0.1,Descendente
1356,2026-05-01,12:00:00,765.5,-0.2,Descendente
1357,2026-05-01,12:15:00,765.2,-0.3,Descendente
1358,2026-05-01,16:15:00,762.5,-2.7,Descendente
1359,2026-05-01,16:30:00,762.4,-0.1,Descendente
1360,2026-05-01,16:45:00,762.4,0.0,Estable
1361,2026-05-01,17:00:00,762.5,0.1,Creciente
1362,2026-05-01,17:15:00,762.7,0.2,Creciente
1363,2026-05-01,20:00:00,764.9,2.2,Creciente
1364,2026-05-01,20:15:00,765.1,0.2,Creciente
1365,2026-05-01,20:30:00,765.4,0.3,Creciente
1366,2026-05-01,20:45:00,765.7,0.3,Creciente
1367,2026-05-01,21:00:00,765.7,0.0,Estable
1368,2026-05-01,21:15:00,766.0,0.3,Creciente
1369,2026-05-01,21:30:00,766.1,0.1,Creciente
1370,2026-05-01,21:45:00,766.2,0.1,Creciente
1371,2026-05-01,22:00:00,766.3,0.1,Creciente
1372,2026-05-01,22:15:00,766.4,0.1,Creciente
1373,2026-05-01,22:30:00,766.5,0.1,Creciente
1374,2026-05-01,22:45:00,766.6,0.1,Creciente
1375,2026-05-01,23:00:00,766.6,0.0,Estable
1376,2026-05-01,23:15:00,766.6,0.0,Estable
1377,2026-05-01,23:30:00,766.6,0.0,Estable
1378,2026-05-02,00:15:00,766.5,-0.1,Descendente
1379,2026-05-02,00:30:00,766.5,0.0,Estable
1380,2026-05-02,00:45:00,766.5,0.0,Estable
1407,2026-05-03,00:15:00,769.5,3.0,Creciente
1408,2026-05-03,00:30:00,769.5,0.0,Estable
1409,2026-05-03,00:45:00,769.5,0.0,Estable
1410,2026-05-03,01:00:00,769.5,0.0,Estable
1411,2026-05-03,01:15:00,769.4,-0.1,Descendente
1412,2026-05-03,01:30:00,769.3,-0.1,Descendente
1413,2026-05-03,01:45:00,769.1,-0.2,Descendente
1414,2026-05-03,02:00:00,769.0,-0.1,Descendente
1415,2026-05-03,02:15:00,769.1,0.1,Creciente
1416,2026-05-03,02:30:00,769.1,0.0,Estable
1417,2026-05-03,02:45:00,769.2,0.1,Creciente
1418,2026-05-03,03:00:00,769.0,-0.2,Descendente
1419,2026-05-03,03:15:00,769.1,0.1,Creciente
1420,2026-05-03,03:30:00,768.9,-0.2,Descendente
1421,2026-05-03,03:45:00,769.0,0.1,Creciente
1422,2026-05-03,04:00:00,768.9,-0.1,Descendente
1423,2026-05-03,04:15:00,768.8,-0.1,Descendente
1424,2026-05-03,04:30:00,769.0,0.2,Creciente
1425,2026-05-03,04:45:00,769.0,0.0,Estable
1426,2026-05-03,05:00:00,769.3,0.3,Creciente
1427,2026-05-03,05:15:00,769.3,0.0,Estable
1428,2026-05-03,05:30:00,769.4,0.1,Creciente
1429,2026-05-03,05:45:00,769.3,-0.1,Descendente
1430,2026-05-03,06:00:00,769.4,0.1,Creciente
1431,2026-05-03,06:15:00,769.4,0.0,Estable
1432,2026-05-03,06:30:00,769.6,0.2,Creciente
1433,2026-05-03,06:45:00,769.8,0.2,Creciente
1434,2026-05-03,07:00:00,770.1,0.3,Creciente
1435,2026-05-03,07:15:00,770.4,0.3,Creciente
1436,2026-05-03,07:30:00,770.4,0.0,Estable
1437,2026-05-03,07:45:00,770.5,0.1,Creciente
1438,2026-05-03,08:00:00,770.5,0.0,Estable
1439,2026-05-03,08:15:00,770.9,0.4,Creciente
1440,2026-05-03,08:30:00,770.9,0.0,Estable
1441,2026-05-03,08:45:00,771.0,0.1,Creciente
1442,2026-05-03,09:00:00,771.0,0.0,Estable
1443,2026-05-03,09:15:00,771.1,0.1,Creciente
1444,2026-05-03,09:30:00,771.2,0.1,Creciente
1445,2026-05-03,09:45:00,771.3,0.1,Creciente
1446,2026-05-03,10:00:00,771.2,-0.1,Descendente
1447,2026-05-03,10:15:00,771.1,-0.1,Descendente
1448,2026-05-03,10:30:00,770.9,-0.2,Descendente
1449,2026-05-03,10:45:00,770.8,-0.1,Descendente
1450,2026-05-03,11:00:00,770.7,-0.1,Descendente
1451,2026-05-03,11:15:00,770.5,-0.2,Descendente
1452,2026-05-03,11:30:00,770.4,-0.1,Descendente
1453,2026-05-03,11:45:00,770.0,-0.4,Descendente
1454,2026-05-03,12:00:00,769.8,-0.2,Descendente
1455,2026-05-03,12:15:00,769.6,-0.2,Descendente
1456,2026-05-03,12:30:00,769.4,-0.2,Descendente
1457,2026-05-03,12:45:00,769.2,-0.2,Descendente
1458,2026-05-03,13:00:00,769.0,-0.2,Descendente
1459,2026-05-03,13:15:00,768.7,-0.3,Descendente
1460,2026-05-03,13:30:00,768.5,-0.2,Descendente
1461,2026-05-03,13:45:00,768.3,-0.2,Descendente
1462,2026-05-03,14:00:00,768.0,-0.3,Descendente
1463,2026-05-03,14:15:00,767.9,-0.1,Descendente
1464,2026-05-03,14:30:00,767.7,-0.2,Descendente
1465,2026-05-03,14:45:00,767.4,-0.3,Descendente
1466,2026-05-03,15:00:00,767.1,-0.3,Descendente
1467,2026-05-03,15:15:00,766.7,-0.4,Descendente
1468,2026-05-03,15:30:00,766.6,-0.1,Descendente
1469,2026-05-03,15:45:00,766.7,0.1,Creciente
1470,2026-05-03,16:00:00,766.7,0.0,Estable
1471,2026-05-03,16:15:00,766.9,0.2,Creciente
1473,2026-05-03,16:30:00,768.1,1.2,Creciente
1474,2026-05-03,16:45:00,768.3,0.2,Creciente
1475,2026-05-03,17:00:00,767.6,-0.7,Descendente
1476,2026-05-03,17:15:00,767.4,-0.2,Descendente
1477,2026-05-03,17:30:00,767.5,0.1,Creciente
1478,2026-05-03,17:45:00,767.6,0.1,Creciente
1479,2026-05-03,18:00:00,768.2,0.6,Creciente
1480,2026-05-03,18:15:00,768.9,0.7,Creciente
1481,2026-05-03,18:30:00,769.2,0.3,Creciente
1482,2026-05-03,18:45:00,769.4,0.2,Creciente
1483,2026-05-03,19:00:00,769.7,0.3,Creciente
1484,2026-05-03,19:15:00,769.7,0.0,Estable
1485,2026-05-03,19:30:00,770.1,0.4,Creciente
1486,2026-05-03,19:45:00,770.4,0.3,Creciente
1487,2026-05-03,20:00:00,770.5,0.1,Creciente
1488,2026-05-03,20:15:00,770.5,0.0,Estable
1489,2026-05-03,20:30:00,770.4,-0.1,Descendente
1490,2026-05-03,20:45:00,770.6,0.2,Creciente
1491,2026-05-03,21:00:00,770.6,0.0,Estable
1492,2026-05-03,21:15:00,770.6,0.0,Estable
1493,2026-05-03,21:30:00,770.6,0.0,Estable
1494,2026-05-03,21:45:00,770.7,0.1,Creciente
1495,2026-05-03,22:00:00,770.8,0.1,Creciente
1496,2026-05-03,22:15:00,770.8,0.0,Estable
1497,2026-05-03,22:30:00,770.9,0.1,Creciente
1498,2026-05-03,22:45:00,770.9,0.0,Estable
1499,2026-05-03,23:00:00,770.8,-0.1,Descendente
1500,2026-05-03,23:15:00,770.7,-0.1,Descendente
1501,2026-05-03,23:30:00,770.5,-0.2,Descendente
1502,2026-05-03,23:45:00,770.5,0.0,Estable
1538,2026-05-04,00:15:00,770.2,-0.3,Descendente
1539,2026-05-04,00:30:00,770.0,-0.2,Descendente
1540,2026-05-04,00:45:00,770.0,0.0,Estable
1541,2026-05-04,01:00:00,770.0,0.0,Estable
1542,2026-05-04,01:15:00,769.7,-0.3,Descendente
1543,2026-05-04,01:30:00,769.6,-0.1,Descendente
1544,2026-05-04,01:45:00,769.6,0.0,Estable
1545,2026-05-04,02:00:00,769.4,-0.2,Descendente
1546,2026-05-04,02:15:00,769.3,-0.1,Descendente
1547,2026-05-04,02:30:00,769.2,-0.1,Descendente
1548,2026-05-04,02:45:00,769.2,0.0,Estable
1549,2026-05-04,03:00:00,769.0,-0.2,Descendente
1550,2026-05-04,03:15:00,769.2,0.2,Creciente
1551,2026-05-04,03:30:00,768.9,-0.3,Descendente
1552,2026-05-04,03:45:00,769.0,0.1,Creciente
1553,2026-05-04,04:00:00,769.0,0.0,Estable
1554,2026-05-04,04:15:00,769.0,0.0,Estable
1555,2026-05-04,04:30:00,768.9,-0.1,Descendente
1556,2026-05-04,04:45:00,769.0,0.1,Creciente
1557,2026-05-04,05:00:00,769.2,0.2,Creciente
1558,2026-05-04,05:15:00,769.2,0.0,Estable
1559,2026-05-04,05:30:00,769.2,0.0,Estable
1560,2026-05-04,05:45:00,769.5,0.3,Creciente
1561,2026-05-04,06:00:00,769.7,0.2,Creciente
1562,2026-05-04,06:15:00,769.8,0.1,Creciente
1563,2026-05-04,06:30:00,770.0,0.2,Creciente
1564,2026-05-04,06:45:00,770.2,0.2,Creciente
1565,2026-05-04,07:00:00,770.1,-0.1,Descendente
1566,2026-05-04,07:15:00,770.3,0.2,Creciente
1567,2026-05-04,07:30:00,770.4,0.1,Creciente
1568,2026-05-04,07:45:00,770.3,-0.1,Descendente
1569,2026-05-04,08:00:00,770.5,0.2,Creciente
1570,2026-05-04,08:15:00,770.6,0.1,Creciente
1571,2026-05-04,08:30:00,770.6,0.0,Estable
1572,2026-05-04,08:45:00,770.8,0.2,Creciente
1573,2026-05-04,09:00:00,770.6,-0.2,Descendente
1574,2026-05-04,09:15:00,770.6,0.0,Estable
1575,2026-05-04,09:30:00,770.6,0.0,Estable
1576,2026-05-04,09:45:00,770.4,-0.2,Descendente
1577,2026-05-04,10:00:00,770.4,0.0,Estable
1578,2026-05-04,10:15:00,770.4,0.0,Estable
1579,2026-05-04,10:30:00,770.2,-0.2,Descendente
1580,2026-05-04,10:45:00,770.0,-0.2,Descendente
1581,2026-05-04,11:00:00,769.9,-0.1,Descendente
1582,2026-05-04,11:15:00,769.8,-0.1,Descendente
1583,2026-05-04,11:30:00,769.7,-0.1,Descendente
1584,2026-05-04,11:45:00,769.5,-0.2,Descendente
1585,2026-05-04,12:00:00,769.3,-0.2,Descendente
1586,2026-05-04,12:15:00,769.2,-0.1,Descendente
1587,2026-05-04,12:30:00,768.8,-0.4,Descendente
1588,2026-05-04,12:45:00,768.7,-0.1,Descendente
1589,2026-05-04,13:00:00,768.5,-0.2,Descendente
1590,2026-05-04,13:15:00,768.3,-0.2,Descendente
1591,2026-05-04,13:30:00,768.0,-0.3,Descendente
1592,2026-05-04,13:45:00,767.7,-0.3,Descendente
1593,2026-05-04,14:00:00,767.6,-0.1,Descendente
1594,2026-05-04,14:15:00,767.4,-0.2,Descendente
1595,2026-05-04,14:30:00,767.3,-0.1,Descendente
1596,2026-05-04,14:45:00,767.1,-0.2,Descendente
1597,2026-05-04,15:00:00,766.9,-0.2,Descendente
1598,2026-05-04,15:15:00,766.7,-0.2,Descendente
1599,2026-05-04,15:30:00,766.6,-0.1,Descendente
1600,2026-05-04,15:45:00,766.5,-0.1,Descendente
1601,2026-05-04,16:00:00,766.5,0.0,Estable
1602,2026-05-04,16:15:00,766.4,-0.1,Descendente
1603,2026-05-04,16:30:00,766.4,0.0,Estable
1604,2026-05-04,16:45:00,766.3,-0.1,Descendente
1605,2026-05-04,17:00:00,766.3,0.0,Estable
1606,2026-05-04,17:15:00,766.4,0.1,Creciente
1607,2026-05-04,17:30:00,766.4,0.0,Estable
1608,2026-05-04,17:45:00,766.4,0.0,Estable
1609,2026-05-04,18:00:00,766.5,0.1,Creciente
1610,2026-05-04,18:15:00,766.8,0.3,Creciente
1611,2026-05-04,18:30:00,766.9,0.1,Creciente
1612,2026-05-04,18:45:00,767.0,0.1,Creciente
1613,2026-05-04,19:00:00,767.2,0.2,Creciente
1614,2026-05-04,19:15:00,767.4,0.2,Creciente
1615,2026-05-04,19:30:00,767.4,0.0,Estable
1616,2026-05-04,19:45:00,767.6,0.2,Creciente
1617,2026-05-04,20:00:00,767.6,0.0,Estable
1618,2026-05-04,20:15:00,767.9,0.3,Creciente
1619,2026-05-04,20:30:00,768.0,0.1,Creciente
