id,fecha,hora,presion_hpa,variacion_hpa,tendencia
1,2026-04-19,00:15:00,768.6,,Estable
2,2026-04-19,00:30:00,768.6,0.0,Estable
3,2026-04-19,00:45:00,768.6,0.0,Estable
4,2026-04-19,01:00:00,768.6,0.0,Estable
5,2026-04-19,01:15:00,768.5,-0.1,Descendente
6,2026-04-19,01:30:00,768.5,0.0,Estable
7,2026-04-19,01:45:00,768.7,0.2,Creciente
8,2026-04-19,02:00:00,768.7,0.0,Estable
9,2026-04-19,02:15:00,768.9,0.2,Creciente
10,2026-04-19,02:30:00,769.0,0.1,Creciente
11,2026-04-19,02:45:00,769.1,0.1,Creciente
12,2026-04-19,03:00:00,769.1,0.0,Estable
13,2026-04-19,03:15:00,769.2,0.1,Creciente
14,2026-04-19,03:30:00,769.2,0.0,Estable
15,2026-04-19,03:45:00,769.3,0.1,Creciente
16,2026-04-19,04:00:00,769.4,0.1,Creciente
17,2026-04-19,04:15:00,769.5,0.1,Creciente
18,2026-04-19,04:30:00,769.5,0.0,Estable
19,2026-04-19,04:45:00,769.5,0.0,Estable
20,2026-04-19,05:00:00,769.4,-0.1,Descendente
21,2026-04-19,05:15:00,769.4,0.0,Estable
22,2026-04-19,05:30:00,769.5,0.1,Creciente
23,2026-04-19,05:45:00,769.5,0.0,Estable
24,2026-04-19,06:00:00,769.7,0.2,Creciente
25,2026-04-19,06:15:00,769.8,0.1,Creciente
26,2026-04-19,06:30:00,770.0,0.2,Creciente
27,2026-04-19,06:45:00,770.0,0.0,Estable
28,2026-04-19,07:00:00,770.0,0.0,Estable
29,2026-04-19,07:15:00,770.2,0.2,Creciente
30,2026-04-19,07:30:00,770.4,0.2,Creciente
31,2026-04-19,07:45:00,770.5,0.1,Creciente
32,2026-04-19,08:00:00,770.6,0.1,Creciente
33,2026-04-19,08:15:00,770.7,0.1,Creciente
34,2026-04-19,08:30:00,770.8,0.1,Creciente
35,2026-04-19,08:45:00,770.7,-0.1,Descendente
36,2026-04-19,09:00:00,770.8,0.1,Creciente
37,2026-04-19,09:15:00,771.0,0.2,Creciente
38,2026-04-19,09:30:00,771.0,0.0,Estable
39,2026-04-19,09:45:00,771.0,0.0,Estable
40,2026-04-19,10:00:00,770.9,-0.1,Descendente
41,2026-04-19,10:15:00,771.0,0.1,Creciente
42,2026-04-19,10:30:00,771.0,0.0,Estable
